"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
srq_s_2,srq,,radio,"I enjoy being a member of a group/club","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_a_3,srq,,radio,"I enjoy being around people who are impressed with who I am and what I do","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_p_1,srq,,radio,"I enjoy letting someone else tell me what to do","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_sr_2,srq,,radio,"I enjoy having many sexual experiences","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_nsp_4,srq,,radio,"I enjoy embarrassing others","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_s_3,srq,,radio,"I enjoy many people wanting to invite me to their social events","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_psi_3,srq,,radio,"I enjoy keeping promises I make to others","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_nsp_5,srq,,radio,"I enjoy seeing others get hurt","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_a_4,srq,,radio,"I enjoy achieving recognition from others","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_psi_4,srq,,radio,"I enjoy it if someone accepts me as I am, no matter what","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_sr_3,srq,,radio,"I enjoy having an active sex life","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_p_2,srq,,radio,"I enjoy someone else making decisions for me","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_psi_5,srq,,radio,"I enjoy making someone feel happy","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
srq_p_3,srq,,radio,"I enjoy following someone else's rules","1, Strongly disagree | 2, Disagree | 3, Slightly disagree | 4, Neither agree nor disagree | 5, Slightly agree | 6, Agree | 7, Strongly agree",,,,,,,y,,,srq,,
idea_ep_1,idea,"Is this period of your life a...",radio,"time of many possibilities?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ep_2,idea,,radio,"time of exploration?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ni_1,idea,,radio,"time of confusion?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ep_3,idea,,radio,"time of experimentation?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_sf_1,idea,,radio,"time of personal freedom?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ni_2,idea,,radio,"time of feeling restricted?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_sf_2,idea,,radio,"time of responsibility for yourself?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ni_3,idea,,radio,"time of feeling stressed out?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ni_4,idea,,radio,"time of instability?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_sf_3,idea,,radio,"time of optimism?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ni_5,idea,,radio,"time of high pressure?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ie_1,idea,,radio,"time of finding out who you are?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_of_1,idea,,radio,"time of settling down?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_of_2,idea,,radio,"time of responsibility for others?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_sf_4,idea,,radio,"time of independence?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ep_4,idea,,radio,"time of open choices?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ni_6,idea,,radio,"time of unpredictability?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_of_3,idea,,radio,"time of commitments to others?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_sf_5,idea,,radio,"time of self-sufficiency?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ni_7,idea,,radio,"time of many worries?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ep_5,idea,,radio,"time of trying out new things?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_sf_6,idea,,radio,"time of focusing on yourself?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ie_2,idea,,radio,"time of separating from parents?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ie_3,idea,,radio,"time of defining yourself?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ie_4,idea,,radio,"time of planning for the future?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ie_5,idea,,radio,"time of seeking a sense of meaning?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ie_6,idea,,radio,"time of deciding on your own beliefs and values?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_ie_7,idea,,radio,"time of learning to think for yourself?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_fib_1,idea,,radio,"time of feeling adult in some ways but not others?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_fib_2,idea,,radio,"time of gradually becoming an adult?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
idea_fib_3,idea,,radio,"time of being not sure whether you have reached full adulthood?","1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree",,,,,,,y,,,idea,,
ius_pa_1,ius,,radio,"Unforeseen events upset me greatly.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_pa_2,ius,,radio,"It frustrates me not having all the information I need.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_ia_1,ius,,radio,"Uncertainty keeps me from living a full life.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_pa_3,ius,,radio,"One should always look ahead so as to avoid surprises.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_pa_4,ius,,radio,"A small unforeseen event can spoil everything, even with the best of planning.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_ia_2,ius,,radio,"When it's time to act, uncertainty paralyses me.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_ia_3,ius,,radio,"When I am uncertain I can't function very well.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_pa_5,ius,,radio,"I always want to know what the future has in store for me.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_pa_6,ius,,radio,"I can't stand being taken by surprise.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_ia_4,ius,,radio,"The smallest doubt can stop me from acting.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_pa_7,ius,,radio,"I should be able to organize everything in advance.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
ius_ia_5,ius,,radio,"I must get away from all uncertain situations.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,ius,,
erq_cr_1,erq,,radio,"When I want to feel more positive emotion (such as joy or amusement), I change what I'm thinking about.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
erq_es_1,erq,,radio,"I keep my emotions to myself.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
erq_cr_2,erq,,radio,"When I want to feel less negative emotion (such as sadness or anger), I change what I'm thinking about.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
erq_es_2,erq,,radio,"When I am feeling positive emotions, I am careful not to express them.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
erq_cr_3,erq,,radio,"When I'm faced with a stressful situation, I make myself think about it in a way that helps me stay calm.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
erq_es_3,erq,,radio,"I control my emotions by not expressing them.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
erq_cr_4,erq,,radio,"When I want to feel more positive emotion, I change the way I'm thinking about the situation.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
erq_cr_5,erq,,radio,"I control my emotions by changing the way I think about the situation I'm in.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
erq_es_4,erq,,radio,"When I am feeling negative emotions, I make sure not to express them.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
erq_cr_6,erq,,radio,"When I want to feel less negative emotion, I change the way I'm thinking about the situation.","1, Strongly disagree | 2,  | 3,  | 4, Neutral | 5,  | 6,  | 7, Strongly agree",,,,,,,y,,,erq,,
sias_1,sias6_sps6,,radio,"I have difficulty making eye contact with others","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sias_2,sias6_sps6,,radio,"I find it difficult mixing comfortably with the people I work with","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sias_3,sias6_sps6,,radio,"I tense up if I meet an acquaintance on the street","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sias_4,sias6_sps6,,radio,"I feel tense if I am alone with just one person","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sias_5,sias6_sps6,,radio,"I have difficulty talking with other people","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sias_6,sias6_sps6,,radio,"I find it difficult to disagree with another's point of view","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sps_1,sias6_sps6,,radio,"I get nervous that people are staring at me as I walk down the street","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sps_2,sias6_sps6,,radio,"I worry about shaking or trembling when I'm watched by other people","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sps_3,sias6_sps6,,radio,"I would get tense if I had to sit facing other people on a bus or train","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sps_4,sias6_sps6,,radio,"I worry I might do something to attract the attention of other people","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sps_5,sias6_sps6,,radio,"When in an elevator, I am tense if people look at me","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
sps_6,sias6_sps6,,radio,"I can feel conspicuous standing in a line","0, Not at all characteristic or true of me | 1, Slight characteristic or true of me | 2, Moderately characteristic or true of me | 3, Very characteristic or true of me | 4, Extremely characteristic or true of me",,,,,,,y,,,sias_sps,,
hsp_1,hsp,,radio,"Are you easily overwhelmed by strong sensory input?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_2,hsp,,radio,"Do you seem to be aware of subtleties in your environment?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_3,hsp,,radio,"Do other people's moods affect you?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_4,hsp,,radio,"Do you tend to be more sensitive to pain?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_5,hsp,,radio,"Do you find yourself needing to withdraw during busy days, into bed or into a darkened room or any place where you can have some privacy and relief from stimulation?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_6,hsp,,radio,"Are you particularly sensitive to the effects of caffeine?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_7,hsp,,radio,"Are you easily overwhelmed by things like bright lights, strong smells, coarse fabrics, or sirens close by?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_8,hsp,,radio,"Do you have a rich, complex inner life?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_9,hsp,,radio,"Are you made uncomfortable by loud noises?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_10,hsp,,radio,"Are you deeply moved by the arts or music?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_11,hsp,,radio,"Does your nervous system sometimes feel so frazzled that you just have to go off by yourself?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_12,hsp,,radio,"Are you conscientious?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_13,hsp,,radio,"Do you startle easily?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_14,hsp,,radio,"Do you get rattled when you have a lot to do in a short amount of time?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_15,hsp,,radio,"When people are uncomfortable in a physical environment do you tend to know what needs to be done to make it more comfortable (like changing the lighting or the seating)?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_16,hsp,,radio,"Are you annoyed when people try to get you to do too many things at once?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_17,hsp,,radio,"Do you try hard to avoid making mistakes or forgetting things?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_18,hsp,,radio,"Do you make a point to avoid violent movies and TV shows?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_19,hsp,,radio,"Do you become unpleasantly aroused when a lot is going on around you?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_20,hsp,,radio,"Does being very hungry create a strong reaction in you, disrupting your concentration or mood?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_21,hsp,,radio,"Do changes in your life shake you up?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_22,hsp,,radio,"Do you notice and enjoy delicate or fine scents, tastes, sounds, works of art?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_23,hsp,,radio,"Do you find it unpleasant to have a lot going on at once?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_24,hsp,,radio,"Do you make it a high priority to arrange your life to avoid upsetting or overwhelming situations?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_25,hsp,,radio,"Are you bothered by intense stimuli, like loud noises or chaotic scenes?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_26,hsp,,radio,"When you must compete or be observed while performing a task, do you become so nervous or shaky that you do much worse than you would otherwise?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
hsp_27,hsp,,radio,"When you were a child, did parents or teachers seem to see you as sensitive or shy?","1, Not at all | 2,  | 3,  | 4, Moderately | 5,  | 6,  | 7, Extremely",,,,,,,y,,,hsp,,
psqi_i1_s1_r1_e1,psqi,,text,"During the past month, at what time have you usually gone to bed at night?",,,,,,,,y,,,,,
psqi_fall_asleep_minutes,psqi,,text,"During the past month, how long (in minutes) has it usually taken you to fall asleep each night?",,,integer,0,10000,,,y,,,,,
psqi_usual_awake,psqi,,text,"During the past month, when have you usually gotten up in the morning?",,,,,,,,y,,,,,
psqi_hours_sleep,psqi,,text,"During the past month, how many hours of actual sleep did you get at night? (This may be different than the number of hours you sleep in bed.)",,,integer,0,24,,,y,,,,,
psqi_5a,psqi,"During the past month, how often have you had trouble sleeping because you...",radio,"cannot fall asleep within 30 minutes","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5b,psqi,,radio,"wake up in the middle of the night or early morning","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5c,psqi,,radio,"have to get up to use the bathroom","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5d,psqi,,radio,"cannot breath comfortably","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5e,psqi,,radio,"cough or snore loudly","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5f,psqi,,radio,"feel too cold","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5g,psqi,,radio,"feel too hot","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5h,psqi,,radio,"had bad dreams","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5i,psqi,,radio,"have pain","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5j,psqi,,radio,"Other reason(s). please describe","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_5,,
psqi_5j_other,psqi,,notes,,,,,,,,"[psqi_5j] = '1' or [psqi_5j] = '2' or [psqi_5j] = '3'",,,,,,
psqi_6,psqi,,radio,"During the past month, how would you rate your sleep quality overall?","0, Very good | 1, Fairly good | 2, Fairly bad | 3, Very bad",,,,,,,y,,,psqi_6,,
psqi_7,psqi,,radio,"During the past month, how often have you taken medicine (prescribed or ""over the counter"") to help you sleep?","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_78,,
psqi_8,psqi,,radio,"During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi_78,,
psqi_9,psqi,,radio,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?","0, No problem at all | 1, Only a very slight problem | 2, Somewhat of a problem | 3, A very big problem",,,,,,,y,,,psqi_9,,
psqi_10,psqi,,radio,"Do you have a roommate or bed partner? Choose what most accurately describes your situation.","0, No bed partner or roommate | 1, Partner/Roommate in other room | 2, Partner in same room, but not same bed | 3, Partner in same bed",,,,,,,y,,,psqi_10,,
psqi_10a,psqi,"If you have a roommate or bed partner, ask him/her how often in the past month you have had...",radio,"loud snoring","0, Not during the past month | 1, Less than once per week | 2, Once or twice a week | 3, Three or more times a week",,,,,,"[psqi_10] = '1' or [psqi_10] = '2' or [psqi_10] = '3'",y,,,psqi_10q,,
psqi_10b,psqi,,radio,"long pauses between breaths while asleep","0, Not during the past month | 1, Less than once per week | 2, Once or twice a week | 3, Three or more times a week",,,,,,"[psqi_10] = '1' or [psqi_10] = '2' or [psqi_10] = '3'",y,,,psqi_10q,,
psqi_10c,psqi,,radio,"legs twitching or jerking while you sleep","0, Not during the past month | 1, Less than once per week | 2, Once or twice a week | 3, Three or more times a week",,,,,,"[psqi_10] = '1' or [psqi_10] = '2' or [psqi_10] = '3'",y,,,psqi_10q,,
psqi_10d,psqi,,radio,"episodes of disorientation or confusion during sleep","0, Not during the past month | 1, Less than once per week | 2, Once or twice a week | 3, Three or more times a week",,,,,,"[psqi_10] = '1' or [psqi_10] = '2' or [psqi_10] = '3'",y,,,psqi_10q,,
psqi_10e,psqi,,radio,"Other restlessness while you sleep; please describe","0, Not during the past month | 1, Less than once per week | 2, Once or twice a week | 3, Three or more times a week",,,,,,"[psqi_10] = '1' or [psqi_10] = '2' or [psqi_10] = '3'",y,,,psqi_10q,,
psqi_10_other,psqi,,notes,,,,,,,,"[psqi_10e] = '1' and [psqi_10e] = '2' and [psqi_10e] = '3'",,,,,,
others_think,brief_fear_of_negative_evaluationii_1a,,radio,"I worry about what other people will think of me even when when I know it doesn't make any difference.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,brief,,
bad_impres,brief_fear_of_negative_evaluationii_1a,,radio,"It bothers me when people form an unfavorable impression of me.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,brief,,
shortcomings,brief_fear_of_negative_evaluationii_1a,,radio,"I am frequently afraid of other people noticing my shortcomings.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,brief,,
impress,brief_fear_of_negative_evaluationii_1a,,radio,"I worry about what kind of impression I make on people.","1, Not at all characteristic of me | 2, A little characteristic of me | 3, Somewhat characteristic of me | 4, Very characteristic of me | 5, Entirely characteristic of me",,,,,,,y,,,brief,,
